title,price,published,acreage,address
"Cho thuê phòng trọ tại Đường Võ Chí Công, Phường Hòa Quý, Quận Ngũ Hành Sơn, Đà Nẵng",1.45,03/12/2021,25.0,"Đường Võ Chí Công, Phường Hòa Quý, Quận Ngũ Hành Sơn, Đà Nẵng"
"Cho thuê phòng trọ giá 2tr, đầy đủ tiện nghi, chỉ cần vào ở",2.0,11/11/2020,20.0,"Phường Hòa Quý, Quận Ngũ Hành Sơn, Đà Nẵng"
"Phòng trọ có gác 1.2tr sạch sẽ,an ninh Bình Kỳ ĐN",1.2,04/12/2021,24.0,"tổ 19 Bình Kỳ, Phường Hòa Quý, Quận Ngũ Hành Sơn, Đà Nẵng"
Phòng trọ đường Hoàng Diệu cho nữ thuê dài hạn giá rẻ gần Đại học Duy Tân,1.4,05/04/2022,16.0,"K266 H14/19 Hoàng Diệu, Phường Nam Dương, Quận Hải Châu, Đà Nẵng"
Nhà trọ mini đầy đủ tiện nghi ngay trung tâm thành phố,4.5,19/02/2020,30.0,"4/9 Đường Duy Tân, Phường Hòa Thuận Tây, Quận Hải Châu, Đà Nẵng"
"Cho thuê phòng trọ sạch sẽ, thoáng mát. Giá 1.5 triệu",1.5,30/05/2020,17.0,"kiệt 640/53 Đường Trưng Nữ Vương, Phường Hòa Thuận Tây, Quận Hải Châu, Đà Nẵng"
CHO THUÊ PHÒNG TRỌ AN NINH GIÁ RẺ,1.3,04/09/2020,15.0,"K634/H71/05 Đường Trưng Nữ Vương, Phường Hòa Thuận Tây, Quận Hải Châu, Đà Nẵng"
Căn hộ mini mặt tiền Nguyễn Hữu Thọ,2.5,20/03/2020,25.0,"Đường Nguyễn Hữu Thọ, Phường Hòa Thuận Tây, Quận Hải Châu, Đà Nẵng"
"Phòng trung tâm, gần sân bay, đại học Duy Tân, có gác lửng, lối đi riêng",2.5,27/05/2020,20.0,"K454 Đường Nguyễn Tri Phương, Phường Hòa Thuận Tây, Quận Hải Châu, Đà Nẵng"
"PHÒNG TRỌ GIÁ RẺ TRUNG TÂM THÀNH PHỐ – 19 NGUYỄN HỮU THỌ, ĐÀ NẴNG",2.5,02/07/2020,20.0,"19 Đường Nguyễn Hữu Thọ, Phường Hòa Thuận Tây, Quận Hải Châu, Đà Nẵng"
"Cho thuê phòng trọ 30m2 đường Thi Sách, Hải Châu",2.8,24/10/2020,30.0,"96/17 Phố Thi Sách, Phường Hòa Thuận Tây, Quận Hải Châu, Đà Nẵng"
Còn 1 phòng cho thuê gần sân bay,1.8,17/02/2020,12.0,"Đường Nguyễn Tri Phương, Phường Hòa Thuận Tây, Quận Hải Châu, Đà Nẵng"
Phòng trọ 20m2 đường Nguyễn Tri Phương ĐN,1.8,16/12/2020,20.0,"Đường Nguyễn Tri Phương, Phường Hòa Thuận Tây, Quận Hải Châu, Đà Nẵng"
Cho thuê phòng trọ tại 664/15 Trưng Nữ Vương - Đà Nẵng,1.2,11/04/2016,20.0,"664/15 Trưng Nữ Vương, Phường Hòa Thuận Tây, Quận Hải Châu, Đà Nẵng"
"Phòng trọ 35m2 có gác, mới sửa lại, cách sân bay 100m",2.5,01/12/2017,35.0,"Phố Thi Sách, Phường Hòa Thuận Tây, Quận Hải Châu, Đà Nẵng"
Đầu tháng 9 tôi cần tìm một phòng trọ gần Trường Đại Học Duy Tân,1.0,08/07/2016,20.0,"Đường 2/9, Phường Hòa Thuận Tây, Quận Hải Châu, Đà Nẵng"
"Cần tìm 01 nam ở ghép (Quảng Nam, Quảng Ngãi)",0.6000000000000001,24/05/2016,25.0,"12/2 Nguyễn Hữu Thọ, Phường Hòa Thuận Tây, Quận Hải Châu, Đà Nẵng"
"Cho thuê phòng trọ 20m2 tại 526/15 Trưng Nữ Vương, Đà Nẵng",1.5,30/11/2015,20.0,"526/15 Trưng Nữ Vương, Đà nẵng"
Cho thuê phòng trọ trong nhà đường Trưng Nữ Vương,1.0,15/11/2018,100.0,"664 Đường Trưng Nữ Vương, Phường Hòa Thuận Tây, Quận Hải Châu, Đà Nẵng"
"Cho thuê phòng trọ rộng rãi, an ninh ngay trung tâm Đà Nẵng",2.5,27/12/2020,30.0,"Phố Thi Sách, Phường Hòa Thuận Tây, Quận Hải Châu, Đà Nẵng"
Cho thuê phòng trọ phù hợp cho người độc thân hoặc sinh viên,1.8,23/01/2021,20.0,"Trưng Nữ Vương, Phường Hòa Thuận Tây, Quận Hải Châu, Đà Nẵng"
"Cần cho thuê phòng rộng đẹp thoáng mát ở Trưng Nữ Vương, Q.Hải Châu",3.0,03/01/2021,25.0,"Trưng Nữ Vương, Phường Hòa Thuận Tây, Quận Hải Châu, Đà Nẵng"
"Lucky Homestay, Quận Hải Châu, TP.Đà Nẵng. Cho thuê phòng ở theo tháng",2.5,07/07/2021,18.0,"46/18 Đường Nguyễn Thành Hãn, Phường Hòa Thuận Tây, Quận Hải Châu, Đà Nẵng"
Phòng Trọ Quận Hải Châu Gần ĐH NGoại Ngữ,2.0,17/04/2021,20.0,"Phường Hòa Thuận Tây, Quận Hải Châu, Đà Nẵng"
"Cho thuê phòng trọ sạch đẹp, khu an ninh tốt. Phòng rộng 24m2, Giá thuê 2,7 Triệu/Tháng",2.7,14/04/2022,24.0,"110/24 Nguyễn Hữu Thọ, Phường Hòa Thuận Tây, Quận Hải Châu, Đà Nẵng"
"Cho thuê phòng trọ trên đường Nguyễn Tri Phương, Quận Hải Châu gần sân bay và Đại Học Duy Tân",1.7000000000000002,07/07/2022,12.0,"340/9 Đường Nguyễn Tri Phương, Phường Hòa Thuận Tây, Quận Hải Châu, Đà Nẵng"
Cho thuê phòng trọ VIP ở trung tâm thành phố,1.8,02/06/2022,23.0,"k40/27 Đường Nguyễn Hữu Thọ, Phường Hòa Thuận Tây, Quận Hải Châu, Đà Nẵng"
"Phòng trọ 18m2 tại Trưng Nữ Vương, Phường Hòa Thuận Tây, Quận Hải Châu, Đà Nẵng",1.8,29/12/2021,18.0,"H11/22k654 Trưng Nữ Vương, Phường Hòa Thuận Tây, Quận Hải Châu, Đà Nẵng"
"CHO THUÊ PHÒNG TRỌ ĐẢM BẢO AN NINH, GIÁ RẺ",1.0,27/07/2022,25.0,"k664/09 Đường Trưng Nữ Vương, Phường Hòa Thuận Tây, Quận Hải Châu, Đà Nẵng"
Cho thuê phòng trọ ở trung tâm thành phố,1.8,19 giờ trước,14.0,"132 Đường Duy Tân, Phường Hòa Thuận Tây, Quận Hải Châu, Đà Nẵng"
Cho thuê phòng trọ ngay trung tâm đường trần phú gần cầu rồng,1.5,15/02/2022,14.0,"268/16 Đường Trần Phú, Phường Phước Ninh, Quận Hải Châu, Đà Nẵng"
"Chính chủ cho thuê phòng ở tại tòa nhà 5 tầng mặt tiền đường Hoàng Diệu, Đà Nẵng",5.0,16/02/2018,25.0,"Đường Hoàng Diệu, Phường Phước Ninh, Quận Hải Châu, Đà Nẵng"
Phòng Dorm con nhộng cho sinh viên và người đi làm,1.8,11/02/2020,18.0,"65 Đường Hoàng Văn Thụ, Phường Phước Ninh, Quận Hải Châu, Đà Nẵng"
"Cho thuê phòng trọ đường Trần Phú gần cầu Rồng, quận hải châu",2.2,29/06/2019,15.0,"Đường Trần Phú, Phường Phước Ninh, Quận Hải Châu, Đà Nẵng"
"Cho thuê phòng trọ mới đầy đủ tiện nghi quận Hải Châu, gần cầu Rồng",4.5,03/11/2019,38.0,"Đường Lê Hồng Phong, Phường Phước Ninh, Quận Hải Châu, Đà Nẵng"
CHO THUÊ PHÒNG CAO CẤP GIÁ RẺ TRUNG TÂM THÀNH PHỐ ĐÀ NẴNG,1.5,20/04/2016,20.0,"Đống Đa, Phường Thạch Thang, Quận Hải Châu, Đà Nẵng"
CHO THUÊ NHÀ GẤP - GIÁ SINH VIÊN,2.0,10/05/2016,30.0,"K30/14 Bạch Đằng, Thạch Thang, Hải Châu, Đà Nẵng"
PHÒNG TRỌ CHO NỮ 25M2 ĐƯỜNG NGUYỄN CHÍ THANH,1.8,15/06/2020,25.0,"k41/6 Đường Nguyễn Chí Thanh, Phường Thạch Thang, Quận Hải Châu, Đà Nẵng"
Duy nhất một phòng sót lại cho ai cần ở Đống Đa,2.5,11/02/2020,12.0,"K90/31/1 Đường Đống Đa, Phường Thạch Thang, Quận Hải Châu, Đà Nẵng"
"Phòng trọ 25m²,đường Lý Thường Kiệt,Q.Hải Châu, TP. Đà Nẵng.",2.3,15/12/2020,25.0,"12/9 Phố Lý Thường Kiệt, Phường Thạch Thang, Quận Hải Châu, Đà Nẵng"
Cho thuê phòng ngay trung tâm thành phố Đà Nẵng,4.0,19/07/2018,20.0,"53B Đường Nguyễn Chí Thanh, Phường Thạch Thang, Quận Hải Châu, Đà Nẵng"
"Phòng trọ 12m2, 1 nữ/ phòng, Lê Lợi- Lý Tự Trọng",1.1,27/06/2022,12.0,"Lê Lợi, Phường Thạch Thang, Quận Hải Châu, Đà Nẵng"
Cho thuê nhà ở hộ gia đình trung tâm thành phố,4.0,19/02/2016,100.0,"K36/03 Bắc Đẩu, Quận Hải Châu – Đà Nẵng"
"PHÒNG TRỌ GIÁ RẺ TẠI TRUNG TÂM- GẦN BIG C, ĐH SƯ PHẠM KỸ THUẬT",2.5,04/03/2021,25.0,"Đường Ông Ích Khiêm, Phường Thạch Thang, Quận Hải Châu, Đà Nẵng"
"Có thuê phòng mới, thoáng mát, sạch sẽ",3.3,10/03/2019,20.0,"Đường Đinh Tiên Hoàng, Phường Thanh Bình, Quận Hải Châu, Đà Nẵng"
"Cho thuê trọ Đinh Tiên Hoàng đầy đủ nội thất, Dịch vụ",4.0,06/03/2020,25.0,"65/5 Đường Đinh Tiên Hoàng, Phường Thanh Bình, Quận Hải Châu, Đà Nẵng"
phòng trong nhà nguyên căn gần chợ đống đa,3.2,30/04/2020,39.0,"99A Đường Thanh Long, Phường Thanh Bình, Quận Hải Châu, Đà Nẵng"
PHÒNG TRỌ GIÁ TỐT TRUNG TÂM THÀNH PHỐ ĐÀ NẴNG,2.5,04/03/2021,25.0,"Đinh Tiên Hoàng, Phường Thanh Bình, Quận Hải Châu, Đà Nẵng"
"PHÒNG TRỌ CAO CẤP TẠI TRUNG TÂM- GẦN BIG C, ĐH SƯ PHẠM KỸ THUẬT,ĐH MỞ",2.5,13/03/2021,25.0,"Đường Ông Ích Khiêm, Phường Thanh Bình, Quận Hải Châu, Đà Nẵng"
"PHÒNG TRỌ GIÁ TỐT TẠI HẢI CHÂU - GẦN TRƯỜNG SƯ PHẠM KỸ THUẬT, ĐH MỞ",2.5,13/03/2021,25.0,"Đường Đinh Tiên Hoàng, Phường Thanh Bình, Quận Hải Châu, Đà Nẵng"
"PHÒNG TRỌ GIÁ TỐT HẢI CHÂU- GẦN BIG C, ĐH SƯ PHẠM KỸ THUẬT",2.5,10/03/2021,22.0,"Đường Ông Ích Khiêm, Phường Thanh Bình, Quận Hải Châu, Đà Nẵng"
"Phòng trọ cao cấp, an ninh cao tại Hải Châu, Đà Nẵng",2.7,09/03/2020,25.0,"65/5 Đường Đinh Tiên Hoàng, Phường Thanh Bình, Quận Hải Châu, Đà Nẵng"
"PHÒNG TRỌ GIÁ TỐT TẠI HẢI CHÂU- GẦN BIG C, ĐH SƯ PHẠM KỸ THUẬT,ĐH MỞ",2.5,17/03/2021,25.0,"Đường Đinh Tiên Hoàng, Phường Thanh Bình, Quận Hải Châu, Đà Nẵng"
"Phòng trọ Studio khu vực Hải Châu, gần trung tâm thành phố, ĐH Duy Tân",3.0,15/02/2022,30.0,"Đầm Rong 2, Phường Thanh Bình, Quận Hải Châu, Đà Nẵng"
"Cho thuê phòng trọ đường Ông Ích Khiêm giá chỉ 1,8 Triệu/Tháng. Điện thoại: 0777287114 (Chú Hưởng)",1.8,27/05/2022,35.0,"K2/17C Ông Ích Khiêm, Phường Thanh Bình, Quận Hải Châu, Đà Nẵng"
"Cho thuê phòng trọ ngay trung tâm thành phố, liên hệ số điện thoại 0934 989 667",3.0,19/02/2020,20.0,"Đường Đống Đa, Phường Thuận Phước, Quận Hải Châu, Đà Nẵng"
"Phòng trọ lịch sự, an ninh cho nữ sinh viên, gần chợ Đống Đa, 102 Hải Hồ",1.5,14/04/2022,16.0,"102 Đường Hải Hồ, Phường Thanh Bình, Quận Hải Châu, Đà Nẵng"
Phòng trọ ngay trung tâm Thành Phố gần các trường Đại Học. Giá 2.200.000đ/Tháng,2.2,15/12/2021,15.0,"K58 Ông Ích Khiêm, Phường Thanh Bình, Quận Hải Châu, Đà Nẵng"
"Phòng Trọ tại 65/5 Đường Đinh Tiên Hoàng, Phường Thanh Bình, Quận Hải Châu. Diện tích từ 20m2 đến 25m2 chỉ 2tr2/tháng",2.2,16/11/2021,20.0,"65/5 Đường Đinh Tiên Hoàng, Phường Thanh Bình, Quận Hải Châu, Đà Nẵng"
CHO THUÊ PHÒNG TRỌ GẦN BIỂN THOÁNG MÁT TẠI ĐÀ NẴNG,2.5,29/07/2022,17.5,"9 Đường Nguyễn Tất Thành, Phường Thanh Bình, Quận Hải Châu, Đà Nẵng"
"Cho thuê phòng trọ sạch đẹp ngay trung tâm, đường 3 tháng 2, Hải Châu chỉ với 3tr/tháng",3.0,13/01/2021,20.0,"2 3/2, Phường Thuận Phước, Quận Hải Châu, Đà Nẵng"
Cho thuê phòng trọ quận Hải châu 12m2,1.5,17/07/2021,12.0,"K08/25 Hàn Mặc Tử, Phường Thuận Phước, Quận Hải Châu, Đà Nẵng"
"Cho thuê phòng trọ tại Quận Hải Châu, TP Đà Nẵng.",2.5,09/06/2021,25.0,"45 Đường Nguyễn Đôn Tiết, Phường Thuận Phước, Quận Hải Châu, Đà Nẵng"
CHO THUÊ PHÒNG TRỌ TRUNG TÂM THÀNH PHỐ GIÁ MỀM,1.7000000000000002,29/04/2021,20.0,"168 Đường Hoàng Diệu, Phường Nam Dương, Quận Hải Châu, Đà Nẵng"
"Cần cho thuê phòng trọ tại 92 Đống Đa, Phường Thuận Phước, Quận Hải Châu, Đà Nẵng. Giá chỉ từ 1,5Tr đến 2Tr",1.5,17/03/2022,18.0,"92 Đống Đa, Phường Thuận Phước, Quận Hải Châu, Đà Nẵng"
Phòng trọ trong nhà nguyên căn trung tâm thành phố sạch sẽ đầy đủ tiện nghi trong nhà,1.2,22/05/2020,12.0,"10/10 Đường Nguyễn Trường Tộ, Phường Nam Dương, Quận Hải Châu, Đà Nẵng"
"Phòng trọ giá rẻ ngã tư Hoàng Diệu-Nguyễn Văn Linh, gần ĐH Duy Tân",1.4,04/05/2022,16.0,"k266 H14 Hoàng Diệu, Phường Nam Dương, Quận Hải Châu, Đà Nẵng"
"Cho thuê nhà trọ, cho thuê nhà trọ tại 09 Tây Sơn, Phường Hòa Quý, Quận Ngũ Hành Sơn, Đà Nẵng",1.6,09/02/2022,24.0,"09 Tây Sơn, Phường Hòa Quý, Quận Ngũ Hành Sơn, Đà Nẵng"
"Cho thuê phòng trọ bao điện nước tại Đường Võ Chí Công, Phường Hòa Quý, Quận Ngũ Hành Sơn, Đà Nẵng",1.5,21/07/2022,12.0,"Đường Võ Chí Công, Phường Hòa Quý, Quận Ngũ Hành Sơn, Đà Nẵng"
Cho thuê tầng 3 trong nhà trọ 3 tầng kiệt 294/26 Điện Biên Phủ,4.2,28/09/2018,70.0,"294/26 Đường Điện Biên Phủ, Phường Chính Gián, Quận Thanh Khê, Đà Nẵng"
Cho thuê phòng dạy học nhóm gần công viên 29.3 Đà Nẵng,-1.0,09/08/2016,20.0,"Lê Duy Đình, Phường Chính Gián, Quận Thanh Khê, Đà Nẵng"
Cho thuê phòng trọ trung tâm quận Thanh khê. Giá 2 tr/thg,2.0,31/08/2019,11.0,"Đường Lê Quang Sung, Phường Chính Gián, Quận Thanh Khê, Đà Nẵng"
Phòng trọ cao cấp Đà Nẵng chuẩn khách sạn 1 sao full nội thất giá cực rẻ. LH: 0989446750,2.2,24/06/2019,30.0,"Đường Điện Biên Phủ, Phường Chính Gián, Quận Thanh Khê, Đà Nẵng"
Cho thuê phòng trọ đường Cù Chính Lan đi vào đường 5.5m,4.0,30/10/2017,30.0,"Đường Cù Chính Lan, Phường An Khê, Quận Thanh Khê, Đà Nẵng"
CHO THUÊ PHÒNG TRỌ TẠI ĐÀ NẪNG,1.0,04/02/2018,17.0,"Đường Hải Phòng, Phường Chính Gián, Quận Thanh Khê, Đà Nẵng"
Phòng cho thuê Pro đầy đủ tiện nghi - Trung tâm TP,1.9,19/12/2016,25.0,"Thái Thị Bôi, Phường Chính Gián, Quận Thanh Khê, Đà Nẵng"
"Cho thuê phòng trọ giá rẻ giá sinh viên tại Kiệt 169/10 Ngô Quyền, Phường Thọ Quang, Quận Sơn Trà, Đà Nẵng",1.0,20/02/2022,18.0,"Kiệt 169/10 Ngô Quyền, Phường Thọ Quang, Quận Sơn Trà, Đà Nẵng"
"Cho thuê phòng, cách trung tâm 5km, bao gồm điện, nước",2.95,20/09/2016,18.0,"Lô 05, B1.1 Lê Đức Thọ, Phường Thọ Quang, Quận Sơn Trà, Đà Nẵng"
"Phòng có máy lạnh gần núi, gần biển Sơn Trà",1.0,15/07/2017,600.0,"Nguyễn Đăng Giai, Phường Thọ Quang, Quận Sơn Trà, Đà Nẵng"
"Phòng trọ giá rẻ, thoải mái, tự do giờ giấc",2.0,25/05/2020,24.0,"Đường Võ Duy Ninh, Phường Thọ Quang, Quận Sơn Trà, Đà Nẵng"
Phòng tiện nghi- có gác lửng- gần chợ Mai,3.95,05/11/2018,40.0,"Phường Thọ Quang, Quận Sơn Trà, Đà Nẵng"
Khách sạn Sea Hải Yến cho thuê phòng lưu trú,4.5,07/09/2018,20.0,"Số 01 Đường Vũ Đình Long, Phường Thọ Quang, Quận Sơn Trà, Đà Nẵng"
Cho thuê nhà trọ nguyên căn quận Sơn Trà 120m2,4.5,10/03/2020,120.0,"Đường Võ Duy Ninh, Phường Thọ Quang, Quận Sơn Trà, Đà Nẵng"
Phòng trọ quận Sơn Trà 20m2 full nội thất,2.5,26/07/2020,20.0,"Đường Ngô Quyền, Phường Thọ Quang, Quận Sơn Trà, Đà Nẵng"
Cho thuê phòng giá cả hợp lý 2tr4 tháng bao gồm tiền điện nước,2.4,08/10/2018,20.0,"Đường An Cư 6, Phường An Hải Bắc, Quận Sơn Trà, Đà Nẵng"
Cho thuê phòng trọ theo tháng tại Khách Sạn,3.0,21/11/2016,22.0,"Loseby, Phường An Hải Bắc, Quận Sơn Trà, Đà Nẵng"
"Cho thuê phòng trọ, Số 72 đường An Nhơn 1, Sơn Trà-Đà Nẵng",1.3,18/05/2016,15.0,"Số 72 đường An Nhơn 1, Sơn Trà-Đà Nẵng"
"Cho thuê phòng trọ,khu dân cư mới, Số 72 đường An Nhơn 1, Sơn Trà-Đà Nẵng",3.0,07/01/2018,35.0,Số 72 đường An Nhơn 1-Sơn Trà-Đà Nẵng
"Homestay Sala cho thuê trọ ở ghép lâu dà 149 Nguyễn Công Trứ, quận Sơn Trà",1.7000000000000002,29/12/2018,125.0,"Đường Nguyễn Công Trứ, Phường An Hải Bắc, Quận Sơn Trà, Đà Nẵng"
"Cần cho thuê phòng trọ gần cầu Sông Hàn - đường Trần Nhân Tông, Sơn Trà",0.002,19/01/2019,20.0,"Đường Trần Nhân Tông, Phường An Hải Bắc, Quận Sơn Trà, Đà Nẵng"
"HÓT HOT ,MÌNH ĐANG TRỐNG 2 PHÒNG Ở NGAY CẦU SÔNG HÀN, AN HẢI BẮC, SƠN TRÀ ĐÂY Ạ.",3.7,20/09/2019,20.0,"56A Đường Hoàng Sĩ Khải, Phường An Hải Bắc, Quận Sơn Trà, Đà Nẵng"
"Nhà nguyên căn hẻm Lê Duẩn, Q.Thanh Khê",2.3,10/01/2016,40.0,"K424/H14/2 Lê Duẩn, Quận Thanh Khê"
"Cho thuê 1 phòng trong chung cư 2 phòng ngủ, chung cư B2 Vicoland",1.5,12/03/2020,16.0,"Đường Dương Vân Nga, Phường An Hải Bắc, Quận Sơn Trà, Đà Nẵng"
"Phòng cho thuê rẻ bắt ngờ gần Đường Phạm Văn Đồng, Đà Nẵng, cách VinCom 250m, Cách Công viên biển đông 1,5km",4.5,23/03/2020,25.0,"Kiệt 266/2 Đường Dương Đình Nghệ, Phường An Hải Bắc, Quận Sơn Trà, Đà Nẵng"
"Cho thuê phòng giá rẻ gần cầu Sông Hàn hơn 100m và cầu Rồng, khu vực Phạm Văn Đồng",4.0,02/05/2020,25.0,"266/2 Đường Dương Đình Nghệ, Phường An Hải Bắc, Quận Sơn Trà, Đà Nẵng"
"Phòng trọ cho thuê tại phường An Hải Bắc, Sơn Trà Đà Nẵng. Giá thuê 1,8 triệu/tháng",1.8,26/07/2020,20.0,"Phường An Hải Bắc, Quận Sơn Trà, Đà Nẵng"
Phòng đường lớn đầy đủ nội thất có ban công hoặc gác lửng,3.1,26/05/2020,20.0,"182 Đường Dương Đình Nghệ, Phường An Hải Bắc, Quận Sơn Trà, Đà Nẵng"
"~30m2 vệ sinh khép kín, đầy đủ tiện nghi. An hải Bắc, Sơn Trà 3tr/tháng",3.5,20/09/2020,30.0,"Đường Loseby, Phường An Hải Bắc, Quận Sơn Trà, Đà Nẵng"
"Cho thuê phòng trọ (Nữ) đường Nguyễn Xuân Khoát, Quận Sơn Trà",1.5,21/02/2021,15.0,"Đường Nguyễn Xuân Khoát, Phường An Hải Bắc, Quận Sơn Trà, Đà Nẵng"
"Phòng trọ sinh viên giá chỉ 2 triệu/tháng tại 11 Nguyễn Xuân Khoát, Sơn Trà, Đà Nẵng",2.0,22/05/2021,25.0,"11 Nguyễn Xuân Khoát, Phường An Hải Bắc, Quận Sơn Trà, Đà Nẵng"
Cho thuê phòng trọ giá cả hợp lý và an ninh tốt,1.3,30/03/2016,20.0,"K894H7/4 Ngô Quyền, Phường An Hải Bắc, Quận Sơn Trà, Đà Nẵng"
Cho thuê phòng trọ hơn 40m2 ( Gần như nhà ở) Giá thuê chỉ 2 Triệu/Tháng,2.0,11/03/2022,40.0,"894 H7/4 Đường Ngô Quyền, Phường An Hải Bắc, Quận Sơn Trà, Đà Nẵng"
Cho thuê phòng trọ hơn 40m2 như nhà ở rộng rãi. Giá thuê chỉ 2 Triệu/tháng,2.0,19/02/2022,40.0,"894 H7/4 Ngô Quyền, Phường An Hải Bắc, Quận Sơn Trà, Đà Nẵng"
"Cho thuê phòng trọ tại 12 Đường Hoàng Đức Lương, Phường An Hải Bắc, Quận Sơn Trà, Đà Nẵng",1.2,13/03/2022,16.0,"12 Đường Hoàng Đức Lương, Phường An Hải Bắc, Quận Sơn Trà, Đà Nẵng"
"Cần cho thuê tại Ngã tư đường Vương Thừa Vũ + Trần Duy Chiến, Phường An Hải Bắc, Quận Sơn Trà, Đà Nẵng",1.2,20/04/2022,18.0,"Vương Thừa Vũ, Phường An Hải Bắc, Quận Sơn Trà, Đà Nẵng"
CHO THUÊ PHÒNG TRỌ TRUNG TÂM THÀNH PHỐ GẦN CẦU RỒNG,3.5,26/06/2019,30.0,"Đường Phan Huy Ích, Phường An Hải Tây, Quận Sơn Trà, Đà Nẵng"
"Cho thuê tại Ngã tư đường Vương Thừa Vũ + Trần Duy Chiến, Phường An Hải Bắc, Quận Sơn Trà, Đà Nẵng",2.5,20/06/2022,30.0,"Đường Vương Thừa Vũ, Phường An Hải Bắc, Quận Sơn Trà, Đà Nẵng"
"Phòng ở tiêu chuẩn khách sạn, gần sông Hàn, Vincom, chợ đêm Sơn Trà, cầu tình yêu....",4.5,02/10/2019,30.0,"K94/5/11 Đường Nguyễn Công Trứ, Phường An Hải Tây, Quận Sơn Trà, Đà Nẵng"
"Cho thuê phòng ở dạng căn hộ min ni, riêng biệt, giờ giấc tự do",3.5,01/03/2020,24.0,"Đường Nguyễn Công Trứ, Phường An Hải Tây, Quận Sơn Trà, Đà Nẵng kiệt 94"
"Phòng ở nguyên căn khép kín, full nội thất, khách vừa trả",3.9,11/01/2020,24.0,"K94 Đường Nguyễn Công Trứ, Phường An Hải Tây, Quận Sơn Trà, Đà Nẵng"
Phòng trốn cho thuê giá 1tr5 có vệ sinh riêng,1.5,28/05/2020,11.0,"Phường An Hải Tây, Quận Sơn Trà, Đà Nẵng"
CHo Thuê Phòng Đường Phạm Văn Đồng,3.0,23/03/2020,25.0,"15 Đường Phạm Văn Đồng, Phường An Hải Tây, Quận Sơn Trà, Đà Nẵng"
PHÒNG TRỌ CAO CẤP - ĐẦY ĐỦ TIỆN NGHI - CHỈ 3 TRIỆU MỘT THÁNG,3.0,30/06/2020,20.0,"K07/03 H1050 Đường Ngô Quyền, Phường An Hải Tây, Quận Sơn Trà, Đà Nẵng"
"Phòng trọ 30m2 có gác lửng và ban công, bếp, toilet riêng",2.2,06/06/2022,30.0,"20/2 Đường Hà Thị Thân, Phường An Hải Tây, Quận Sơn Trà, Đà Nẵng"
Phòng căn hộ mini full nội thất.,2.5,22/06/2022,24.0,"K 94 Nguyễn Công Trứ, Phường An Hải Tây, Quận Sơn Trà, Đà Nẵng"
Cho thuê phòng trọ kiểu căn hộ mini,2.5,02/02/2020,20.0,"32 Đường Nại Hiên Đông 11, Phường Nại Hiên Đông, Quận Sơn Trà, Đà Nẵng"
