title,price,published,acreage,address
"Nhà trọ khép kín, ngõ rộng ô tô vào được ngõ, rộng 27m2 giá rẻ",1.0,19/04/2022,27.0,"Đường số 422, Xã Vân Canh, Huyện Hoài Đức, Hà Nội"
Cho thuê nhà an ninh tốt gần chợ trường học,3.0,08/03/2021,70.0,"175 Đường số 422, Xã Vân Canh, Huyện Hoài Đức, Hà Nội"
"Cho thuê phòng trọ tại Kim Hoàng, Vân Canh, Hoài Đức, Hà Nội",1.2,03/01/2018,17.0,"Đường 70, Xã Vân Canh, Huyện Hoài Đức, Hà Nội"
"Phòng trọ khép kín đầy đủ tiện nghi hệ thống phòng rộng rãi từ 12m2, 15m2.",1.5,03/10/2021,30.0,"khu đô thị hud Đường số 70, Xã Vân Canh, Huyện Hoài Đức, Hà Nội"
Cho thuê nhà ở xã La Phù,1.5,08/04/2019,50.0,"Gạch 300, Chùa Tổng, Đường 72, Xã La Phù, Huyện Hoài Đức, Hà Nội"
"Chính chủ cho thuê phòng khép kín tại 32A Ngõ 73 Nguyễn Lương Bằng, Đống Đa, Hà Nội. DT 16m2, 2triệu/tháng",2.0,09/04/2016,16.0,"32A Ngõ 73 Nguyễn Lương Bằng, Phường Nam Đồng, Quận Đống Đa, Hà Nội"
"Thích hợp vk Ck và hai con. Cho thuê lâu dài. Cần tiền gấp đi học xa, nên cho thuê rẻ.",1.6,09/01/2022,30.0,"Bên xe Phùng Đường Quốc lộ 32, Xã La Phù, Huyện Hoài Đức, Hà Nội"
"Cho người đi làm, siên viên thuê phòng trọ",1.7000000000000002,07/05/2019,15.0,"38/73 Đường Nguyễn Lương Bằng, Phường Nam Đồng, Quận Đống Đa, Hà Nội"
"Cho thuê phòng trọ 25m2, giá 2tr6 ngõ 221 Tôn Đức Thắng",2.6,18/08/2016,25.0,"Tôn Đức Thắng, Phường Nam Đồng, Quận Đống Đa, Hà Nội"
"CHO THUÊ CHUNG CƯ MINI DT 40M2 PHÒNG KHÁCH, PHÒNG NGỦ ĐẦY ĐỦ ĐIỀU HÒA GIƯỜNG TỦ SỐ 213 PHỐ XÃ ĐÀN",6.0,09/02/2018,40.0,"số 213 Xã Đàn, Nam Đồng, Quận Đống Đa, Hà Nội"
"Cho thuê nhà trọ khu tập thể A2 Nam Đồng, quận Đống Đa, Hà Nội",2.5,10/06/2019,22.0,"Đường Nam Đồng, Phường Nam Đồng, Quận Đống Đa, Hà Nội"
Chị Xuân cho thuê phòng trọ khép kín không ở chung với chủ,2.0,05/07/2017,18.0,"Nguyễn Lương Bằng, Nam Đồng, Quận Đống Đa, Hà Nội"
Cho nữ thuê nhà – HOMESTAY Nghi Tàm- Nhà trọ tiện nghi giá cả hợp lý,1.3,27/12/2017,30.0,"Số 18 ngách 62 ngõ 108, đường Nghi Tàm, Phường Yên Phụ, Quận Tây Hồ, Hà Nội"
"Cho thuê phòng trọ khép kín chính chủ, An Dương, Tây Hồ, Hà Nội",2.5,08/03/2016,30.0,"Số 23, Đường 6 Phố An Dương, Tây Hồ, Hà Nội"
"Cho thuê phòng Nghi Tàm- Tây Hồ, đủ đồ, từ 5,2 -6tr/tháng",5.2,27/03/2018,30.0,"đường Nghi Tàm, Phường Yên Phụ, Quận Tây Hồ, Hà Nội"
Cho thuê phòng trọ Tây Hồ cho hộ gia đình,3.0,27/08/2019,15.0,"4 đường An Dương, Phường Yên Phụ, Quận Tây Hồ, Hà Nội"
CCMN ngõ 310 Nghi Tàm (cạnh đường Thanh Niên),2.7,07/06/2019,25.0,"Số 38 ngõ 310 đường Nghi Tàm, Phường Yên Phụ, Quận Tây Hồ, Hà Nội"
"Cho thuê phòng 25m2 + VS riêng biệt + Full đồ ở Nghi Tàm, Tây Hồ. Giá nhỉnh 3 triệu/tháng",3.5,08/07/2019,25.0,"đường Nghi Tàm, Phường Yên Phụ, Quận Tây Hồ, Hà Nội"
Cho thuê phòng trọ khép kín gần 445 Lạc Long Quân - Tây Hồ - Hà Nội,1.0,08/06/2017,15.0,8/19/445 Lạc Long Quân - Tây Hồ - Hà nội
"Cho thuê phòng trọ khép kín, nhà tầng, có bình nóng lạnh, điều hoà 2 chiều. Giá 1,6 triệu/th",1.6,22/02/2017,18.0,"Nguyễn Hoàng Tôn, Phường Xuân La, Quận Tây Hồ, Hà Nội"
"Cho thuê phòng trọ khép kín,nhà tầng, đầy đủ tiện nghi. Giá:1,6tr",1.6,28/07/2016,18.0,"Nguyễn Hoàng Tôn, Phường Xuân La, Quận Tây Hồ, Hà Nội"
Cho thuê phòng khép kín gần ĐH Nội Vụ,1.8,17/10/2017,19.0,"16 ngõ 38/58/27 Đường Xuân La, Phường Xuân La, Quận Tây Hồ, Hà Nội"
"Cho Thuê Phòng trọ Điều Hòa, Nóng Lạnh Sàn Gỗ 12/77 Xuân La - Tây Hồ",2.7,24/08/2016,18.0,"12/77 Xuân La, Phường Xuân La, Quận Tây Hồ, Hà Nội"
Cho thuê phòng khép kín Xuân La - Nguyễn Hoàng Tôn,2.5,29/05/2018,33.0,"đường Nguyễn Hoàng Tôn, Phường Xuân La, Quận Tây Hồ, Hà Nội"
Cho thuê phòng mặt hồ Tây siêu thoáng,6.0,23/10/2019,20.0,"Phố Yên Hoa, Phường Yên Phụ, Quận Tây Hồ, Hà Nội"
Nhà riêng 40m2 số 1A ngách 55/445 LLQ Tây hồ cách hồ tây 200m 3tr/1 tháng,3.0,04/01/2018,40.0,"Đường Lạc Long Quân, Phường Xuân La, Quận Tây Hồ, Hà Nội"
Cho thuê phòng trọ giá rẻ - Xuân La - Tây Hồ,1.7000000000000002,16/02/2016,30.0,Số 8- Ngõ 23 - Xuân La - Tây Hồ - Hà Nội
"Cho thuê phòng trọ An Dương, giá bình dân",0.8,15/06/2020,14.0,"đường An Dương, Phường Yên Phụ, Quận Tây Hồ, Hà Nội"
PHÒNG KHÉP KÍN 30M2 FULL ĐỒ TẠI NGHI TÀM,3.0,07/06/2020,30.0,"số 18/62/108 đường Nghi Tàm, Phường Yên Phụ, Quận Tây Hồ, Hà Nội"
"Cho thuê phòng trọ khép kín nhà 6 tầng, có điều hoà 2 chiều, bình nóng lạnh... Giá: 1,6tr/ tháng",1.6,10/03/2016,18.0,359 Nguyễn Hoàng Tôn - Tây Hồ - Hà Nội
Chỉ còn 2 phòng trọ đẹp - rẻ tại Lạc Long Quân - Tây Hồ cho bạn,1.8,04/04/2016,20.0,"Lạc Long Quân, Phường Xuân La, Quận Tây Hồ, Hà Nội"
Cho thuê phòng trọ giá rẻ tại Xuân La - Tây Hồ,2.5,08/06/2016,20.0,Số 22 - Ngõ 69 - Xuân La - Tây Hồ - Hà Nội
"Cho thuê phòng trọ khép kín, nhà tầng, tiện nghi. Giá 1,6tr/tháng",1.6,08/05/2016,18.0,"Nguyễn Hoàng Tôn, Phường Xuân La, Quận Tây Hồ, Hà Nội"
"Chung cư mini An Dương, Tây Hồ",3.5,10/01/2021,20.0,"Ngõ 54 An Dương, Phường Yên Phụ, Quận Tây Hồ, Hà Nội"
"Phòng trọ 14m2, 12 Xuân La, Tây Hồ, Hà Nội giá rẻ",1.5,24/07/2016,14.0,"Số 25A ngõ 12 Xuân La, Phường Xuân La, Quận Tây Hồ, Hà Nội"
"Cho thuê phòng rộng 25m2 tại Yên Phụ, Tây Hồ",3.0,27/10/2020,25.0,"143 đường Yên Phụ, Phường Yên Phụ, Quận Tây Hồ, Hà Nội"
Cho thuê phòng trọ khép kín rẻ - đẹp tại Lạc Long Quân - Tây Hồ cho bạn,1.8,05/04/2016,22.0,"Lạc Long Quân, Phường Xuân La, Quận Tây Hồ, Hà Nội"
PHÒNG TRỌ ĐỦ ĐỒ 22M2- 119 ÂU CƠ,2.2,12/03/2021,22.0,"12A, Ngõ 119 Âu Cơ, Phường Yên Phụ, Quận Tây Hồ, Hà Nội"
"Phòng 30m2 khép kín, đủ đồ tại ngõ 32/36 An Dương gần Lăng Bác, Hồ Tây",3.0,20/11/2021,30.0,"số 23 ngõ 32/36 đường An Dương, Phường Yên Phụ, Quận Tây Hồ, Hà Nội"
Cho thuê 2 phòng tầng 2 Quận Tây Hồ 80m²,5.0,05/06/2021,50.0,"118 đường Yên Phụ, Phường Yên Phụ, Quận Tây Hồ, Hà Nội"
"Cho thuê phòng trọ khép kín full đồ tại Âu Cơ, Tây Hồ",4.0,16/04/2021,35.0,"Đường Âu Cơ, Phường Yên Phụ, Quận Tây Hồ, Hà Nội"
"Phòng trọ khép kín đủ đồ, điều hoà, không chung chủ 119 Âu Cơ, Tây Hồ",2.6,28/05/2021,27.0,"12A ngõ 119 Đường Âu Cơ, Phường Yên Phụ, Quận Tây Hồ, Hà Nội"
Phòng trọ giá rẻ tại Ngõ 28/66 Đường Tứ Liên. Liên hệ chính chủ 0982877782 để trao đổi chi tiết và xem phòng.,2.0,20/05/2021,20.0,"Ngõ 28/66 Đường Tứ Liên, Phường Yên Phụ, Quận Tây Hồ, Hà Nội"
"Mình vệ quê nên cần cho thuê lại trọ tại Số 7 ngõ 130 đường An Dương, Phường Yên Phụ, Quận Tây Hồ, Hà Nội",1.5,10/11/2021,15.0,"Số 7 ngõ 130 đường An Dương, Phường Yên Phụ, Quận Tây Hồ, Hà Nội"
Phòng trọ khép kín full đồ tại Tây Hồ giá rẻ chỉ 3tr/tháng,3.0,18/06/2021,20.0,"đường Nghi Tàm, Phường Yên Phụ, Quận Tây Hồ, Hà Nội"
"Phòng 30m2, khép kín, đủ nội thất sang trọng tại đầu An Dương giá chỉ 3 triệu",3.0,14/12/2021,30.0,"số nhà 23 ngõ 32/36 An Dương, Phường Yên Phụ, Quận Tây Hồ, Hà Nội"
CHO THUÊ LÀM XƯỞNG HOẶC PHÒNG Ở RIÊNG BIỆT,-1.0,30/03/2016,150.0,"Âu Cơ, Nhật Tân, Quận Tây Hồ, Hà Nội"
Cho thuê nhà rộng 60m2 thích hợp với hộ gia đình,2.5,12/03/2016,60.0,"Ngõ 375 Âu Cơ, Quận Tây Hồ"
"Cho thuê phòng tầng 2 ở Âu Cơ gần chợ Nhật Tân, chính chủ",1.2,15/05/2016,12.0,"49C Ngõ 406 Âu Cơ, Phường Nhật Tân, Quận Tây Hồ, Hà Nội"
"Cho thuê Phòng trọ đủ đồ - Ngõ 236 Âu Cơ, gần chợ hoa Quảng An, Tây Hồ",4.0,25/12/2017,22.0,"Ngõ 236, Đường Âu Cơ, Phường Quảng An, Quận Tây Hồ, Hà Nội"
Chính chủ cho thuê phòng rẻ đẹp Q.Tây Hồ,2.5,06/12/2016,20.0,"Số 9 ngách 406/63 ngõ 464 Âu Cơ, Phường Nhật Tân, Quận Tây Hồ, Hà Nội"
Cho thuê phòng rẻ đẹp trong nhà 4 tầng ngõ 464 Âu Cơ,2.5,29/11/2016,25.0,"Số 9 ngách 406/63 ngõ 464 Âu Cơ (ngay cuối đường Lạc Long Quân và cạnh chợ Nhật Tân), Phường Nhật Tân, Quận Tây Hồ, Hà Nội"
CHO THUÊ PHÒNG TRỌ QUẬN TÂY HỒ,2.3,12/01/2020,20.0,"7 ngõ 359 Đường Âu Cơ, Phường Nhật Tân, Quận Tây Hồ, Hà Nội"
CHO THUÊ PHÒNG TRỌ ĐƯỜNG ÂU CƠ – QUẢNG AN - TÂY HỒ - HÀ NỘI,2.2,26/05/2020,18.0,"3/7/236 Đường Âu Cơ, Phường Quảng An, Quận Tây Hồ, Hà Nội"
Phòng trọ tại 75/35 Đường Đặng Thai Mai Tây Hồ. Giá cũ 3tr giảm còn 2.6tr,2.6,02/06/2021,40.0,"75/35 Đường Đặng Thai Mai, Phường Quảng An, Quận Tây Hồ, Hà Nội"
Còn 01 phòng trống ngay trong ngõ 34 Âu Cơ - Tây Hồ,3.5,16/08/2020,15.0,"36 Đường Âu Cơ, Phường Quảng An, Quận Tây Hồ, Hà Nội"
Phòng cho thuê mới sua đầy đủ tiện nghị Âu Cơ- Nghi Tàm,4.0,27/03/2019,30.0,"Đường Âu Cơ, Phường Quảng An, Quận Tây Hồ, Hà Nội"
"Phòng trọ tiện nghi full đồ giá hấp dẫn, tiện ích đầy đủ, ở tốt, yên tĩnh mát mẻ Đặng Thai Mai, Tây Hồ",4.0,26/09/2019,15.0,"Đường Đặng Thai Mai, Phường Quảng An, Quận Tây Hồ, Hà Nội"
"Còn 01 phòng trống ở An Dương, đầy đủ tiện nghi",3.0,19/08/2020,15.0,"76 đường An Dương, Phường Quảng An, Quận Tây Hồ, Hà Nội"
"Còn phòng trống cho thuê ở đường Âu Cơ Tây Hồ Hà Nội, tiện nghi đầy đủ",3.2,13/09/2020,17.0,"34 Đường Âu Cơ, Phường Quảng An, Quận Tây Hồ, Hà Nội"
"Cho nhà riêng cấp IV Q.Tây Hồ, giá 3.5 Triệu",3.5,04/09/2019,27.0,"Đường Đặng Thai Mai, Phường Quảng An, Quận Tây Hồ, Hà Nội"
"Cho thuê phòng trọ tại Thụy Khê, Tây Hồ, Hà Nội",2.4,16/11/2015,20.0,"Số nhà 12/167 Thụy Khê, P.Thụy Khê, Quận Tây Hồ"
Cho thuê phòng full đồ khép kín giá rẻ ở 34 Âu Cơ Tây Hồ,3.0,17/06/2021,20.0,"Âu Cơ, Phường Quảng An, Quận Tây Hồ, Hà Nội"
"Cho thuê nhà trọ, phòng trọ cho sinh viên, người đi làm và hộ gia đình",1.8,05/03/2016,25.0,"Thụy Khuê, Tây Hồ, Hà Nội"
"Chính chủ cho thuê căn hộ 1K1N full đồ 45m2 tại Tô Ngọc Vân, Tây Hồ",7.0,3 ngày trước,45.0,"Tô Ngọc Vân, Phường Quảng An, Quận Tây Hồ, Hà Nội"
"Cho thuê nhà cấp 4 tại Ngõ 262 Thụy khuê, Tây Hồ",1.5,03/12/2015,15.0,"262 Thụy Khuê, Tây Hồ"
Cho thuê phòng trọ - Chính chủ - Nữ - 13 Thụy Khuê - Tây Hồ - Hà Nội,2.5,30/12/2015,20.0,"13 Thụy Khuê, Quận Tây Hồ"
"CCMN 1 khách 1 ngủ full đồ tại Âu Cơ, Tây Hồ",4.0,26/12/2021,35.0,"An Dương Vương, Phường Quảng An, Quận Tây Hồ, Hà Nội"
Phòng trọ 20m2 đường Âu Cơ khép kín full đồ giá rẻ,2.8,14/07/2022,20.0,"Âu Cơ, Phường Quảng An, Quận Tây Hồ, Hà Nội"
CÓ PHÒNG TRỌ CHO THUÊ KHÉP KÍN,1.6,22/02/2016,15.0,"6B Ngách 54 Ngõ 647, Lạc Long Quân, Hà Nội"
"Cho thuê phòng trọ 20m2 đầy đủ tiện nghi Trích Sài, Tây Hồ",3.0,10/09/2019,20.0,"21 ngõ 11 Đường Trích Sài, Phường Thụy Khuê, Quận Tây Hồ, Hà Nội"
"Homestay (KTX cao cấp) tại Văn Cao, giá 1tr5/tháng miễn phí điện nước",1.5,19/12/2019,60.0,"Đường Hoàng Hoa Thám, Phường Thụy Khuê, Quận Tây Hồ, Hà Nội"
"Phòng trọ Ngõ 490 Thụy Khuê Tây Hồ. Giá rẻ 2tr6, có phòng ăn riêng",2.6,27/06/2016,18.0,"Phường Thụy Khuê, Quận Tây Hồ, Hà Nội"
"Phòng trọ đầy đủ đồ, điện nước giá dân cực rẻ",3.0,29/06/2019,20.0,"đường Thụy Khuê, Phường Thụy Khuê, Quận Tây Hồ, Hà Nội"
Phòng khép kín tiện nghi đủ nội thất gần Hồ Tây chỉ từ 2tr7,2.7,12/04/2021,20.0,"81C đường Thụy Khuê, Phường Thụy Khuê, Quận Tây Hồ, Hà Nội"
"CHO THUÊ PHÒNG TRỌ TẠI THỤY KHUÊ, TÂY HỒ, HÀ NỘI",2.5,23/10/2018,18.0,"đường Thụy Khuê, Phường Thụy Khuê, Quận Tây Hồ, Hà Nội"
"Cho thuê nhà trọ diện tích sử dụng 20m2 tại 17 Thụy Khuê, Tây Hồ, Hà Nội. Giá 1.7 triệu",1.7000000000000002,05/10/2018,20.0,"17 Thụy Khuê, Tây Hồ, Hà Nội"
"Cho thuê phòng riêng ngõ 167 phố thụy khuê, tây hồ",2.5,25/04/2021,25.0,"đường Thụy Khuê, Phường Thụy Khuê, Quận Tây Hồ, Hà Nội"
"Cho thuê phòng trọ full đồ tại Tây Hồ, sạch đẹp, giá 2tr6",2.6,30/04/2021,18.0,"Đường Lạc Long Quân, Phường Thụy Khuê, Quận Tây Hồ, Hà Nội"
"Cho thuê phòng giá tốt Thụy Khuê, Tây Hồ.",2.5,16/03/2022,25.0,"Số 2a ngõ 13 Tam Đa phố Dốc Tam Đa, Phường Thụy Khuê, Quận Tây Hồ, Hà Nội"
"Phòng trọ thoáng mát có gác xép, sân để xe, cổng riêng biệt",3.0,24/10/2019,18.0,"8 ngách 565/29 Đường Lạc Long Quân, Phường Xuân La, Quận Tây Hồ, Hà Nội"
"Cho nữ thuê phòng khép kín, đủ nội thất, nóng lạnh, điều hòa",2.0,12/02/2020,22.0,"26 ngách 23 ngõ 38 xuân la Đường Xuân La, Phường Xuân La, Quận Tây Hồ, Hà Nội"
"Phòng đẹp 18m2 có điều hoà ở Xuân La, vệ sinh xịn",2.5,09/06/2019,18.0,"Ngõ 107 đường Võ Chí Công, Phường Xuân La, Quận Tây Hồ, Hà Nội"
"Cho thuê nhà hồ Tây, bình dân sạch sẽ thoáng mát",2.5,27/04/2021,30.0,"4A Ngõ 123 Thụy Khuê, Phường Thụy Khuê, Quận Tây Hồ, Hà Nội"
"Diggy Apartment, ở biệt thự giá sinh viên, 1.700.000, cám kết không phát sinh chi phí",1.7000000000000002,28/12/2018,220.0,"603/24 Đường Lạc Long Quân, phường Xuân La, Quận Tây Hồ, Hà Nội"
"Cho thuê phòng khép kín gần 30m2, Ngõ 23, Xuân La, Tây Hồ",2.4,17/11/2020,30.0,"Ngõ 23 Đường Xuân La, Phường Xuân La, Quận Tây Hồ, Hà Nội"
"CHO THUÊ GẤP PHÒNG KHÉP KÍN , FULL ĐỒ - LẠC LONG QUÂN",3.3,06/01/2021,38.0,"603 Lạc Long Quân, Phường Xuân La, Quận Tây Hồ, Hà Nội"
"Cho thuê phòng trọ rộng 25m2 có gác lững. Giá thuê 2 triệu/tháng tại Đường Lạc Long Quân, Phường Xuân La, Quận Tây Hồ",2.0,27/10/2021,25.0,"9 ngách 17 ngõ 445 Đường Lạc Long Quân, Phường Xuân La, Quận Tây Hồ, Hà Nội"
Cho thuê phòng khu tây hồ 35 m2,1.4,30/04/2020,35.0,"Phường Xuân La, Quận Tây Hồ, Hà Nội"
"Cho thuê phòng 30m2, tầng cao, view thoáng đẹp, ban công siêu rộng như ảnh. Zalo: 0565991357",3.8,26/07/2021,30.0,"Đường Xuân La, Phường Xuân La, Quận Tây Hồ, Hà Nội"
Cho thuê phòng trọ khép kín rộng 25m,1.5,06/12/2020,25.0,"Đường Lạc Long Quân, Phường Xuân La, Quận Tây Hồ, Hà Nội"
"Cho thuê phòng trọ đồng giá 2tr5/tháng tại Số nhà 38 ngõ 34 Xuân La, Phường Xuân La, Quận Tây Hồ",2.5,22/11/2021,17.0,"Số nhà 38 ngõ 34 Xuân La, Phường Xuân La, Quận Tây Hồ, Hà Nội"
LẠC LONG QUÂN - KHÉP KÍN FULL ĐỒ- CHÍNH CHỦ,3.3,04/01/2021,37.0,"ngõ 603 Đường Lạc Long Quân, Phường Xuân La, Quận Tây Hồ, Hà Nội"
"Cho thuê phòng trọ khép kín, rộng 27m2, giá 2.500.000 tháng",2.5,09/09/2020,27.0,"Số 52 ngõ 406 Đường Âu Cơ, Phường Nhật Tân, Quận Tây Hồ, Hà Nội"
"Nhà khép kín khu Nhật Tân, Tây Hồ, HN",3.0,02/03/2021,35.0,"Đường Âu Cơ, Phường Nhật Tân, Quận Tây Hồ, Hà Nội"
CHO THUÊ PHÒNG Ở SỐ 91 NHẬT CHIÊU - TÂY HỒ (MẶT HỒ TÂY - CÁCH 2 CON RỒNG 300M),5.5,12/10/2020,30.0,"91 Đường Nhật Chiêu, Phường Nhật Tân, Quận Tây Hồ, Hà Nội"
Cho thuê CCMN full đồ ở 612 Lạc Long Quân Tây Hồ Hà Nội,3.5,18/03/2021,25.0,"612 Đường Lạc Long Quân, Phường Nhật Tân, Quận Tây Hồ, Hà Nội"
Phòng rẻ đẹp sơn phòng theo yêu cầu cho thuê ở An Dương Vương,2.0,25/10/2020,14.0,"391 Đường An Dương Vương, Phường Nhật Tân, Quận Tây Hồ, Hà Nội"
CHÍNH CHỦ CHO THUÊ PHÒNG CCMN GIÁ RẺ,3.3,09/09/2020,30.0,"Đường Âu Cơ, Phường Nhật Tân, Quận Tây Hồ, Hà Nội"
Cho thuê phòng full đồ WC riêng tại 612 LẠc Long Quân,3.2,03/01/2021,23.0,"Đường Lạc Long Quân, Phường Nhật Tân, Quận Tây Hồ, Hà Nội"
"Căn hộ 16m2 , ngõ 123/17/10, Vô Chí Công, Tây Hồ, giá 1,8 triệu",1.8,07/12/2021,16.0,"123/17/10 Đường Võ Chí Công, Phường Xuân La, Quận Tây Hồ, Hà Nội"
Cho thuê phòng trọ full đồ giá rẻ tại Tây Hồ,3.0,08/06/2022,20.0,"Đường An Dương Vương, Phường Nhật Tân, Quận Tây Hồ, Hà Nội"
"Cho thuê CCMN full đồ khép kín, sàn gỗ tại Lạc Long Quân, Tây Hồ giá cực rẻ",3.0,28/05/2022,25.0,"Lạc Long Quân, Phường Nhật Tân, Quận Tây Hồ, Hà Nội"
"Cho thuê phòng quận Tây Hồ sạch đẹp, giá rẻ",2.9,02/04/2021,23.0,"327 Âu Cơ, Phường Nhật Tân, Quận Tây Hồ, Hà Nội"
GIẢM GIÁ THUÊ 30% KHÁCH DÀI HẠN,3.5,27/03/2021,25.0,"6B Ngõ 690 Đường Lạc Long Quân, Phường Nhật Tân, Quận Tây Hồ, Hà Nội"
Chung Cư Mini Tiện Nghi VnaHomes 622 Đường Lạc Long Quân Gần Công Viên Nước Hồ Tây,4.2,06/06/2022,28.0,"622 Đường Lạc Long Quân, Phường Nhật Tân, Quận Tây Hồ, Hà Nội"
Cho thuê phòng full đồ khép kín giá rẻ ở 612 Lạc Long Quân,3.0,04/10/2021,25.0,"Lạc Long Quân, Phường Nhật Tân, Quận Tây Hồ, Hà Nội"
"CCMN full đồ 30m2 có ban công tại Lạc Long Quân, Tây Hồ",4.2,06/07/2022,30.0,"Lạc Long Quân, Phường Nhật Tân, Quận Tây Hồ, Hà Nội"
Cho thuê phòng full đồ khép kín ở Tứ Liên Tây Hồ Hà Nội,4.0,03/03/2021,25.0,"28 Đường Tứ Liên, Phường Tứ Liên, Quận Tây Hồ, Hà Nội"
Cho thuê phòng đầy đủ tiện nghi nội thất diện tích 25m2,2.0,28/07/2020,15.0,"124 Đường Âu Cơ, Phường Tứ Liên, Quận Tây Hồ, Hà Nội"
Cho thuê phòng trọ giá rẻ Tây Hồ,1.6,02/06/2020,20.0,"14B ngách 76 ngõ 124 Đường Âu Cơ, Phường Tứ Liên, Quận Tây Hồ, Hà Nội"
"Siêu rẻ 3.5 triệu có ngay phòng ở Âu Cơ Hồ Tây , VS khép kín đầy đủ điều hòa, nóng lạnh, tivi...",3.5,08/07/2020,25.0,"36/124 Đường Âu Cơ, Phường Tứ Liên, Quận Tây Hồ, Hà Nội"
Cho thuê phòng full đồ khép kín ở 310 Nghi Tàm Tây Hồ,4.0,21/12/2020,30.0,"310 đường Nghi Tàm, Phường Tứ Liên, Quận Tây Hồ, Hà Nội"
"CHO THUÊ phòng trọ khu vực TÂY HỒ nhà sạch đẹp giá thuê chỉ 1,7 triệu/tháng",1.7000000000000002,12/07/2020,22.0,"14b ngách 76 ngõ 124 Đường Âu Cơ, Phường Tứ Liên, Quận Tây Hồ, Hà Nội"
Nhà mình có cho thuê phòng trọ giá rẻ Tây Hồ,1.7000000000000002,13/06/2020,20.0,"14b ngách 76 ngõ 124 Đường Âu Cơ, Phường Tứ Liên, Quận Tây Hồ, Hà Nội"
Cho thuê phòng full đồ ở số nhà 26C Ngõ 124/64 Âu Cơ Tây Hồ,2.9,29/12/2020,18.0,"124 Đường Âu Cơ, Phường Tứ Liên, Quận Tây Hồ, Hà Nội"
Cho thuê phòng trọ khép kín full đồ tại Tây Hồ chính chủ,4.0,08/04/2021,25.0,"Đường Âu Cơ, Phường Tứ Liên, Quận Tây Hồ, Hà Nội"
Cho thuê phòng full đồ khép kín giá rẻ ở Âu Cơ Nghi Tàm Tây Hồ,2.6,07/07/2021,20.0,"34 Âu Cơ, Phường Tứ Liên, Quận Tây Hồ, Hà Nội"
"Cho thuê phòng khép kín full đồ tại Tứ Liên, Âu Cơ, Tây Hồ 25m2",3.5,01/06/2021,25.0,"Âu Cơ, Phường Tứ Liên, Quận Tây Hồ, Hà Nội"
"Phòng khép kín đủ đồ giá rẻ 119 Âu Cơ, Tây Hồ",2.7,13/08/2021,25.0,"12A/119 Âu Cơ, Phường Tứ Liên, Quận Tây Hồ, Hà Nội"
Cho thuê phòng full đồ khép kín ở Nghi Tàm Tây Hồ,3.7,04/06/2021,25.0,"Nghi Tàm, Phường Tứ Liên, Quận Tây Hồ, Hà Nội"
Cho thuê phòng full đồ khép kín ở 310 Nghi Tàm Tây Hồ ( 28 Tứ Liên Tây Hồ),3.7,18/03/2021,25.0,"Tứ Liên, Phường Tứ Liên, Quận Tây Hồ, Hà Nội"
